item_code,supplier_name,item_description,source_type,request_count,total_quantity,avg_quantity,first_request,last_request
REPLACE,ORANJE TOYOTA KLERKSDORP,replace stolen property,GRN,3,3.0,1.0,,
123462,GAMES & PC SOUND CC,SERVICE,GRN,3,4.75,1.58,,
H000007036,BOLEKANO BUILDING CONTRACTORS,HIRING OF A TIPPER TRUCK,GRN,3,178.0,59.33,,
161487,NOEMIA TRADING,INSTALLATION,GRN,3,3.0,1.0,,
123462,STILFONTEIN SPARES,SERVICE,GRN,3,3.0,1.0,,
REPLACE,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,replace stolen property,GRN,3,3.0,1.0,,
REPAIR,KLERKSDORP PANEL BEATERS & SPRAY PAINTERS,repair and maintanance,GRN,3,3.0,1.0,,
REPLACE,GLOBAL SOLUTIONS GROUP,replace stolen property,GRN,3,3.0,1.0,,
EXCESS ADD,K-BIZO HOLDINGS (PTY) LTD,additional excess,GRN,3,3.0,1.0,,
224689,RHUONE PROJECTS AND PLANT HIRE,REPAIR AND MAINTENANCE OF MEDI,GRN,3,3.0,1.0,,
REPLACE,BATTERY CENTRE,replace stolen property,GRN,3,3.0,1.0,,
267422,KTMW TRADING,CLOTH MUTTON x 1KG ROLLS,GRN,3,3300.0,1100.0,,
217629,GAMES & PC SOUND CC,REQUEST,GRN,3,5.0,1.67,,
209848,RATANANG SUPPLIERS AND PROJECTS CC,POLES CONCRETE 11 METER CAST,GRN,3,90.0,30.0,,
203825,N T K MINING SUPPLIERS,FITTING LED 100 WATTS,GRN,3,400.0,133.33,,
214833,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,CABLE ABC_3X70 54.6 CONDUCTER,GRN,3,23000.0,7666.67,,
189569,MAWEETA TRADING ENTERPRISE,BRANDING,GRN,3,5.0,1.67,,
105864,AGAH MARKETING AND PROJECTS,PRITT,GRN,3,1000.0,333.33,,
510005,LESHAKA CONSTRUCTION,BLOCK60mm PAVING BLOCKS GREY,GRN,3,6518.1,2172.7,,
123428,POPZITO TRADING (PTY) LTD,SUPPLY,GRN,3,3.0,1.0,,
C000002033,BOI KAYDEE (PTY) LTD,CATERING,GRN,3,201.0,67.0,,
214418,N T K MINING SUPPLIERS,CABLE 4 X 16 COPPER PVC L.T.,GRN,3,3000.0,1000.0,,
187563,STRATHMORE PAINTS CC,ROAD MARKING PAINT WHITE 20LT,GRN,3,40.0,13.33,,
102465,AGAH MARKETING AND PROJECTS,AA  Batteries 1.5V -2pack,GRN,3,650.0,216.67,,
242440,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,REPAIR FULL CLAMPS 95-104MM,GRN,3,450.0,150.0,,
269086,BOAGO PLANT HIRE (PTY) LTD,PLANT HIRE,GRN,3,24.0,8.0,,
102463,AGAH MARKETING AND PROJECTS,AAA BATTERIES 2PACK-2.5V,GRN,3,650.0,216.67,,
136659,GAMES & PC SOUND CC,CAMERA,GRN,3,7.0,2.33,,
138270,NDABAMBI TRADING ENTERPRISE (PTY) LTD,SUPPLY AND DELIVERY,GRN,3,3.0,1.0,,
138270,KGOMOSTO CIVIL WORKS (PTY) LTD,SUPPLY AND DELIVERY,GRN,3,7.0,2.33,,
239247,KLERKSDORP RECORD,NOTICE 109 RECORDS,GRN,3,3.0,1.0,,
186258,BOLEKANO BUILDING CONTRACTORS,TIPPER TRUCK,GRN,3,9.0,3.0,,
SUPPLY,GAMES & PC SOUND CC,supply and delivery,GRN,3,8.0,2.67,,
SUPPLY,ELEGANT LINE TRADING 785 CC,supply and delivery,GRN,3,3.0,1.0,,
291755,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,JOINTS J7,GRN,3,4.0,1.33,,
C000002004,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,CABLE,GRN,3,29.0,9.67,,
C000002004,GAMES & PC SOUND CC,CABLE,GRN,3,3.0,1.0,,
B000001148,BATTERY CENTRE,BRAKES REPAIR,GRN,3,5.0,1.67,,
288614,GIZABO IT SOLUTIONS CC,TECHNICAL,GRN,3,3.0,1.0,,
242382,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,CLAMP CASCADE CFW 20MM,GRN,3,700.0,233.33,,
242381,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,CLAMPS CASCADE 25MM,GRN,3,700.0,233.33,,
267775,MAFAESA TRADING ENTERPRISE,DISINFECTANT DENVOL,GRN,3,8000.0,2666.67,,
138270,GIZABO IT SOLUTIONS CC,SUPPLY AND DELIVERY,GRN,3,20002.0,6667.33,,
T000019079,EDMAUREEN TYRES AND MAGS REPAIR,TYRE,GRN,3,10.0,3.33,,
138270,POPZITO TRADING (PTY) LTD,SUPPLY AND DELIVERY,GRN,3,3.0,1.0,,
138270,FORD MOTOR COMPANY OF SOUTHERN AFRICA(MANUFACTURIN,SUPPLY AND DELIVERY,GRN,3,4.0,1.33,,
105325,GLANLICIOUS TRADING ENTERPRISE,PAPER ROTATRIM BOND 80G WHITE,GRN,3,5500.0,1833.33,,
138270,NOEMIA TRADING,SUPPLY AND DELIVERY,GRN,3,4.0,1.33,,
138270,QGAPHELA TRADING ENTERPRISE,SUPPLY AND DELIVERY,GRN,3,3.0,1.0,,
201413,SENNES GENERAL TRADING,BREAKERS TRIP.POLE 150A 25KA,GRN,3,135.0,45.0,,
105325,SITHOLE BUSINESS ADVISORY SERVICES,PAPER ROTATRIM BOND 80G WHITE,GRN,3,6000.0,2000.0,,
201449,SENNES GENERAL TRADING,315a c/breaker 35ka mce,GRN,3,55.0,18.33,,
138270,SBNLL HOLDINGS,SUPPLY AND DELIVERY,GRN,3,3.0,1.0,,
247015,E.K. CONSTRUCTION AND ALL GENERAL TRADING,EZ3 25MMWATERMETER 25/25 DW780,GRN,3,600.0,200.0,,
105368,SITHOLE BUSINESS ADVISORY SERVICES,BLOU 70 GSM TYPEK BOND,GRN,3,4205.0,1401.67,,
P000015087,WORKWEAR DEPOT,PROTECTIVE CLOTHING,GRN,3,16.0,5.33,,
242411,AT JOY COMMUNICATIONS AND OFFICE AUTOMATION,CLAMPS 75mm S/S CR1-375-08 A/C,GRN,3,320.0,106.67,,
136328,FRESHMARK SYSTEMS (PTY) LTD,software maintenance on datali,GRN,3,3.0,1.0,,
185957,E.K. CONSTRUCTION AND ALL GENERAL TRADING,HIRING OF TRACTOR LOADER BACKH,GRN,3,960.0,320.0,,
138270,MASU F HOLDINGS (PTY) LTD,SUPPLY AND DELIVERY,GRN,3,8.0,2.67,,
S000018016,REABETSWE BOPHELO TRADING ENTERPRISE,SERVICE,GRN,3,3.0,1.0,,
170552,SWAMDLHA TRADING AND PROJECTS,hire,GRN,3,6.0,2.0,,
S000018016,NTEMI TRADING ENTERPRISE,SERVICE,GRN,3,3.0,1.0,,
138270,MAWEETA TRADING ENTERPRISE,SUPPLY AND DELIVERY,GRN,3,3.0,1.0,,
EXCESS,AGAH MARKETING AND PROJECTS,excess payable for replacement,GRN,3,3.0,1.0,,
0000123458,STILFONTEIN SPARES,repair rear lower body panel:,GRN,3,3.0,1.0,,
S000018016,LIGHTS & SIRENS TECHNOLOGY,SERVICE,GRN,3,4.0,1.33,,
269086,NL SUPPLIERS AND PROJECTS,PLANT HIRE,GRN,3,169.0,56.33,,
EXCESS,AUTOMOTOR TRAFFIC SIGNAL CO (PTY) LTD,excess payable for replacement,GRN,3,3.0,1.0,,
H000007036,NL SUPPLIERS AND PROJECTS,HIRING OF A TIPPER TRUCK,GRN,3,19.0,6.33,,
123428,DIRABOTLE PROJECTS (PTY) LTD,SUPPLY,GRN,3,2701.0,900.33,,
R224741,DULUX PAINT & PAPER,ROADMARKING WHITE,GRN,3,52.0,17.33,,
S000018016,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,SERVICE,GRN,3,960.0,320.0,,
236357,OLEORA SUPPLY AND PROJECTS (PTY) LTD,ADAPTORS 110MM UPVC PVC-AC,GRN,3,900.0,300.0,,
209457,MAGIDI REVENUE PROTECTION SERVICES (PTY)LTD,METERS PREPAID ELECTRIC FRONT,GRN,3,2400.0,800.0,,
269086,RAUCO TRADING CC,PLANT HIRE,GRN,3,3.0,1.0,,
H000007036,GOE TRADING,HIRING OF A TIPPER TRUCK,GRN,3,172.0,57.33,,
144179,GAMES & PC SOUND CC,technical support,GRN,3,3.0,1.0,,
S000018016,RULAGANYANG TRADING ENTERPRISE,SERVICE,GRN,3,3.0,1.0,,
269086,MOSEKATE TRADING & PROJECTS,PLANT HIRE,GRN,3,24.0,8.0,,
H000007036,PICK UP TRADING AND PROJECTS,HIRING OF A TIPPER TRUCK,GRN,3,27.0,9.0,,
237477,HENOWS PROJECTS (PTY) LTD,110MM UPV PIPES CLASS 9,GRN,3,300.0,100.0,,
269086,LESEDI CIVIL CONSTRUCTION,PLANT HIRE,GRN,3,10.0,3.33,,
237574,HENOWS PROJECTS (PTY) LTD,160MM UPVC PIPES CLASS 9,GRN,3,400.0,133.33,,
176694,GAMES & PC SOUND CC,REPLACEMENT,GRN,3,3.0,1.0,,
242489,HENOWS PROJECTS (PTY) LTD,COUPLING VIKING JOHNSON5 59-78,GRN,3,330.0,110.0,,
279480,LEXISNEXIS BUTTERWORTHS (PTY) LTD,LOCAL GOVERNMENT LIBRARY,GRN,3,12.0,4.0,,
H000007036,VARIEGATED PTY LTD,HIRING OF A TIPPER TRUCK,GRN,3,26.0,8.67,,
242497,HENOWS PROJECTS (PTY) LTD,COUPLINGS JOHNSON 98-118 MM,GRN,3,830.0,276.67,,
176543,ELEGANT LINE TRADING 785 CC,REPLACE AND INSTALL ELECTRIC M,GRN,3,3.0,1.0,,
C000002130,RIBESRI GENARAL TRADING,COF,GRN,3,3.0,1.0,,
C000002130,M EBERSOHN TRUCK AND DIESEL CC               L,COF,GRN,3,3.0,1.0,,
216818,KLERKSDORP RECORD,ADVERT,GRN,3,3.0,1.0,,
213977,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,MINK STEELCOREHARD-DRAWNALCOND,GRN,3,47500.0,15833.33,,
138270,KHUWAIT GROUP OF COMPANIES,SUPPLY AND DELIVERY,GRN,3,1500.0,500.0,,
214841,TSIKAKU HOLDINGS,CABLE ABC_3X120 70 CONDUCTER,GRN,2,10500.0,5250.0,,
147237,SABS COMMERCIAL (PTY) LTD,sans/p 80,GRN,2,2.0,1.0,,
212857,RATANANG SUPPLIERS AND PROJECTS CC,TRANSFORMER 200 KVA,GRN,2,5.0,2.5,,
214842,BOKANG KATLEGO TRADING AND PROJECTS,ABC 2X25+INSULATED NEUTRAL,GRN,2,10000.0,5000.0,,
H000007032,BOLEKANO BUILDING CONTRACTORS,HIRING OF A GRADER,GRN,2,320.0,160.0,,
138270,NOZIZWEBUSINESS SOLUTIONS,SUPPLY AND DELIVERY,GRN,2,131.0,65.5,,
146237,MOILOA VORTEX SOLUTIONS (PTY) LTD,ALUMINIUM PIPES,GRN,2,100.0,50.0,,
138270,NDAO TRADING ENTERPRISE (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
138270,MOLELEDI CIVILS CC,SUPPLY AND DELIVERY,GRN,2,7.0,3.5,,
LIGHTS,REABETSWE BOPHELO TRADING ENTERPRISE,high mast & streetlights,GRN,2,2.0,1.0,,
LIGHTS,TSK RESOURCES,high mast & streetlights,GRN,2,2.0,1.0,,
267686,SUNRISE TRADING ENTERPRISE,CRC 5-56 & 2-26,GRN,2,1500.0,750.0,,
138270,THE HEIR SERVICES (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,11.0,5.5,,
H000007032,M EBERSOHN TRUCK AND DIESEL CC               L,HIRING OF A GRADER,GRN,2,168.0,84.0,,
144742,RIBESRI GENARAL TRADING,repairs of pallet jacks km35,GRN,2,2.0,1.0,,
H000007036,KATLEMBA (PTY) LTD,HIRING OF A TIPPER TRUCK,GRN,2,18.0,9.0,,
H000007036,LEGORE SECURITY AND PLANT HIRE,HIRING OF A TIPPER TRUCK,GRN,2,17.0,8.5,,
H000007036,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,HIRING OF A TIPPER TRUCK,GRN,2,169.0,84.5,,
H000007036,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRING OF A TIPPER TRUCK,GRN,2,18.0,9.0,,
212857,KHUWAIT GROUP OF COMPANIES,TRANSFORMER 200 KVA,GRN,2,8.0,4.0,,
142064,GAMES & PC SOUND CC,MIKROTIK,GRN,2,4.0,2.0,,
H000007036,BOAGO PLANT HIRE (PTY) LTD,HIRING OF A TIPPER TRUCK,GRN,2,6.0,3.0,,
H000007062,GOE TRADING,HIRE OF SMOOTH ROLLER,GRN,2,161.0,80.5,,
H000007062,MOHAUMOLUTSI CIVIL WORKS (PTY) LTD,HIRE OF SMOOTH ROLLER,GRN,2,320.0,160.0,,
H000007032,VARIEGATED PTY LTD,HIRING OF A GRADER,GRN,2,17.0,8.5,,
H000007062,THANDANAZI PROJECTS,HIRE OF SMOOTH ROLLER,GRN,2,320.0,160.0,,
214205,TSIKAKU HOLDINGS,CABLE 3 X 95 XLPE 11KV,GRN,2,1200.0,600.0,,
269086,SE-SIFIKILE CONSTRUCTION & PROJECTS,PLANT HIRE,GRN,2,320.0,160.0,,
144742,SPHEKO PROJECT PTY LTD,repairs of pallet jacks km35,GRN,2,19.0,9.5,,
138270,REABETSWE BOPHELO TRADING ENTERPRISE,SUPPLY AND DELIVERY,GRN,2,1605.0,802.5,,
138270,YONDELAOVAYO TRADING ENTERPRISE (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
H29759,DULUX PAINT & PAPER,HAMILTONS CLASSIC REFILL 100MM,GRN,2,100.0,50.0,,
138270,WINNIES TASTY TREATS,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
138270,WE2 SONKE TRADING (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
138270,ULTRA SOLUTIONS,SUPPLY AND DELIVERY,GRN,2,13.0,6.5,,
138270,THAVAKU TRADING (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
138270,T STEEL AND BUILDING PTY LTD,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
138270,T PONYA ENTERPRISE CONSULTING (PTY) LTD,SUPPLY AND DELIVERY,GRN,2,103.0,51.5,,
H000007032,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,HIRING OF A GRADER,GRN,2,168.0,84.0,,
268344,THANDANAZI PROJECTS,HIRE OF MOTORISED WATER TANKER,GRN,2,320.0,160.0,,
138270,RONMAR OFFICE EQUIPMENT,SUPPLY AND DELIVERY,GRN,2,2.0,1.0,,
214639,TSIKAKU HOLDINGS,CABLE 10MM CONSENTRIC,GRN,2,35000.0,17500.0,,
268344,KHUWAIT GROUP OF COMPANIES,HIRE OF MOTORISED WATER TANKER,GRN,2,809.0,404.5,,
H000007030,KHUWAIT GROUP OF COMPANIES,HIRING OF A BULLDOZER,GRN,2,18.0,9.0,,
273198,T.J.T.K. TRADING ENTERPRISE,SOAP SATIN,GRN,2,5000.0,2500.0,,
212857,E.K. CONSTRUCTION AND ALL GENERAL TRADING,TRANSFORMER 200 KVA,GRN,2,3.0,1.5,,
198128,E.K. CONSTRUCTION AND ALL GENERAL TRADING,TRACTOR LOADER BACKHOES(4X4),GRN,2,1200.0,600.0,,
C000002004,TSEKGO PROJECTS CONSTRUCTION CC,CABLE,GRN,2,5.0,2.5,,
C000002004,DANYI TELECOMS CONVERGED COMMUNICATIONS (HYMAX),CABLE,GRN,2,2.0,1.0,,
C000000029,WESTVAAL DELTA,CLUTCH,GRN,2,2.0,1.0,,
195373,IFACTS,SERVICES RENDERED,GRN,2,2.0,1.0,,
B000001201,REABETSWE BOPHELO TRADING ENTERPRISE,BUSHCUTTER,GRN,2,20.0,10.0,,
197504,KHUWAIT GROUP OF COMPANIES,HIRE OF EXCAVATOR,GRN,2,480.0,240.0,,
197504,M EBERSOHN TRUCK AND DIESEL CC               L,HIRE OF EXCAVATOR,GRN,2,880.0,440.0,,
B000001201,DREAMFINDER TRADING & PROJECT 115 CC,BUSHCUTTER,GRN,2,25.0,12.5,,
206806,SIBONGILE MASHIYA (PTY) LTD,LAMPS M.V. 125 W,GRN,2,2800.0,1400.0,,
198990,@ OFFICE WORLD,CHAIR,GRN,2,21.0,10.5,,
B000001148,RIBESRI GENARAL TRADING,BRAKES REPAIR,GRN,2,2.0,1.0,,
198990,RONMAR OFFICE EQUIPMENT,CHAIR,GRN,2,2.0,1.0,,
B000001148,ORANJE TOYOTA,BRAKES REPAIR,GRN,2,2.0,1.0,,
B000001148,M EBERSOHN TRUCK AND DIESEL CC               L,BRAKES REPAIR,GRN,2,2.0,1.0,,
B000001148,LAUBSTAR NW T/A LAUBSTAR FLEET SERVICES,BRAKES REPAIR,GRN,2,2.0,1.0,,
200905,LISEBO HOLDING,JOINTS MT 2 METAPLAST,GRN,2,500.0,250.0,,
206806,N T K MINING SUPPLIERS,LAMPS M.V. 125 W,GRN,2,500.0,250.0,,
C000002033,BENGWA TRADING,CATERING,GRN,2,2.0,1.0,,
212792,N T K MINING SUPPLIERS,TRANSFORMERS 100 KVA,GRN,2,4.0,2.0,,
280755,ZAMNTE CONSTRUCTION,GRADER BLADES 7',GRN,2,20.0,10.0,,
C000002131,CANOPY LAND_KLERKSDORP CC,CANOPY,GRN,2,2.0,1.0,,
C000002130,STILFONTEIN SPARES,COF,GRN,2,2.0,1.0,,
C000002130,EARTHMOVING EQUIPMENT CC,COF,GRN,2,2.0,1.0,,
207415,BOLEKANO BUILDING CONTRACTORS,TLB,GRN,2,2.0,1.0,,
185957,KHUWAIT GROUP OF COMPANIES,HIRING OF TRACTOR LOADER BACKH,GRN,2,803.0,401.5,,
C000002125,MASOPHA CONTRACTORS,CUTTING OF GRASS,GRN,2,2.0,1.0,,
207063,N T K MINING SUPPLIERS,FITTINGS STREETLIGHT 70W HPS S,GRN,2,20.0,10.0,,
C000002033,SIYATHABO ENTERPRISE,CATERING,GRN,2,2.0,1.0,,
C000002033,BOI KAYDEE(PTY) LTD,CATERING,GRN,2,1150.0,575.0,,
C000002033,RIO HOTEL CASINO AND CONVENTION,CATERING,GRN,2,2.0,1.0,,
281802,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,hire,GRN,2,2.0,1.0,,
C000002033,NTFULINI TRANSPORT,CATERING,GRN,2,121.0,60.5,,
281802,E.K. CONSTRUCTION AND ALL GENERAL TRADING,hire,GRN,2,700.0,350.0,,
281804,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,hire,GRN,2,2.0,1.0,,
187938,GAMES & PC SOUND CC,BATTERY,GRN,2,4.0,2.0,,
C000002033,GEE KAY BEE HOLDINGS,CATERING,GRN,2,201.0,100.5,,
B000001148,EDMAUREEN TYRES AND MAGS REPAIR,BRAKES REPAIR,GRN,2,2.0,1.0,,
B000001148,CREATIVE FLEET SOLUTION,BRAKES REPAIR,GRN,2,2.0,1.0,,
200971,MALATSI A TSHEPO TRADING AND PROJECTS,JOINTS MT 5,GRN,2,150.0,75.0,,
203725,BOKANG KATLEGO TRADING AND PROJECTS,53w LED STREETLIGHT FITTING,GRN,2,220.0,110.0,,
204591,AMANDLA BUILDING & CONSTRUCTION (PTY) LTD,hire,GRN,2,2.0,1.0,,
491209,@ OFFICE WORLD,DATER,GRN,2,3.0,1.5,,
203825,VARIEGATED PTY LTD,FITTING LED 100 WATTS,GRN,2,2000.0,1000.0,,
203825,MOEMEDI CREATIONS (PTY) LTD,FITTING LED 100 WATTS,GRN,2,200.0,100.0,,
203825,MALATSI A TSHEPO TRADING AND PROJECTS,FITTING LED 100 WATTS,GRN,2,200.0,100.0,,
203825,LISEBO HOLDING,FITTING LED 100 WATTS,GRN,2,200.0,100.0,,
203725,AGAH MARKETING AND PROJECTS,53w LED STREETLIGHT FITTING,GRN,2,400.0,200.0,,
203825,GLANLICIOUS TRADING ENTERPRISE,FITTING LED 100 WATTS,GRN,2,200.0,100.0,,
200972,LISEBO HOLDING,JOINTS MT4 METAPLAST,GRN,2,150.0,75.0,,
203825,E.K. CONSTRUCTION AND ALL GENERAL TRADING,FITTING LED 100 WATTS,GRN,2,600.0,300.0,,
203725,K P DEVELOPMENTS (PTY) LTD,53w LED STREETLIGHT FITTING,GRN,2,240.0,120.0,,
203725,MAMOTSHABI BUSINESS SOLUTION,53w LED STREETLIGHT FITTING,GRN,2,320.0,160.0,,
203825,BOKAO AMAHLE HOLDINGS (PTY) LTD,FITTING LED 100 WATTS,GRN,2,200.0,100.0,,
203725,MAUREEY (PTY) LTD,53w LED STREETLIGHT FITTING,GRN,2,600.0,300.0,,
203725,TD MONARE HOLDINGS,53w LED STREETLIGHT FITTING,GRN,2,450.0,225.0,,
203726,N T K MINING SUPPLIERS,FITTINGS MV HRL44/125W,GRN,2,100.0,50.0,,
204591,BOLEKANO BUILDING CONTRACTORS,hire,GRN,2,5.0,2.5,,
204591,HETANI TRADING ENTERPRISE (PTY) LTD,hire,GRN,2,181.0,90.5,,
204591,KHUWAIT GROUP OF COMPANIES,hire,GRN,2,7.0,3.5,,
201643,REGONE TRADERS (PTY)LTD,REFUSE BAG,GRN,2,400000.0,200000.0,,
201022,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,BREAKERS 5 AMP,GRN,2,1200.0,600.0,,
205532,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,INSULLATORS PIN 11 KV,GRN,2,318.0,159.0,,
201073,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,BREAKERS 10 AMP,GRN,2,400.0,200.0,,
B000001009,WESTERN BAZAARS (PTY) LTD,BAR FRIDGE,GRN,2,2.0,1.0,,
201235,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,BREAKERS 25 AMP,GRN,2,600.0,300.0,,
B000001006,ELLATON MINING SUPPLIES & SIGNS (PTY) LTD,BANNERS,GRN,2,4.0,2.0,,
205167,SENNES GENERAL TRADING,CABLE JOINT MIRP-1,GRN,2,170.0,85.0,,
B000000099,GAMES & PC SOUND CC,BATTERY,GRN,2,2.0,1.0,,
288614,TG COMPUTER SERVICES REPAIR CC,TECHNICAL,GRN,2,2.0,1.0,,
A000000060,CREATIVE FLEET SOLUTION,ALTENATOR,GRN,2,2.0,1.0,,
201409,SENNES GENERAL TRADING,100 amp tripple pole c/b qf3 w,GRN,2,35.0,17.5,,
201421,SENNES GENERAL TRADING,BREAKERS TRIP.POLE_200A 25KA,GRN,2,60.0,30.0,,
290574,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,CABLE JOINT,GRN,2,48.0,24.0,,
201618,TENACIOUS INNOVATORS,BREAKERS SF3G3 45A CURVE 1 ORA,GRN,2,40.0,20.0,,
538374,WORKWEAR DEPOT,SOCKS,GRN,2,22.0,11.0,,
C000020066,TSEKGO PROJECTS CONSTRUCTION CC,CABLE,GRN,2,4.0,2.0,,
177444,THANDANAZI PROJECTS,HIRE OF TIPPER TRUCK,GRN,2,329.0,164.5,,
C290585,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,CABLE JOINT,GRN,2,4.0,2.0,,
EXCESS ADD,GAMES & PC SOUND CC,additional excess,GRN,2,2.0,1.0,,
160658,TRT FIREARM TRAINING CENTRE,TRAINING COURSE,GRN,2,2.0,1.0,,
160658,VSL GENERAL TRADING,TRAINING COURSE,GRN,2,32.0,16.0,,
161084,CARPET WORX,REMOVE,GRN,2,57.0,28.5,,
EXCESS ADD,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,additional excess,GRN,2,2.0,1.0,,
161084,SERVICES FOR WATER AND SANITATION,REMOVE,GRN,2,2.0,1.0,,
161086,CONQUEST CHEMICALS,CLEANING,GRN,2,2.0,1.0,,
EXCESS ADD,GLOBAL SOLUTIONS GROUP,additional excess,GRN,2,2.0,1.0,,
EXCESS ADD,FUNATHI TRADING AND ENTERPRISE (PTY) LTD,additional excess,GRN,2,2.0,1.0,,
EXCESS,NOZIZWEBUSINESS SOLUTIONS,excess payable for replacement,GRN,2,2.0,1.0,,
211461,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,newspapers,GRN,2,2.0,1.0,,
EXCESS,UMQHELE MBOMA (PTY) LTD,excess payable for replacement,GRN,2,2.0,1.0,,
EXCESS,TSK RESOURCES,excess payable for replacement,GRN,2,2.0,1.0,,
EXCESS,TSEPO MAHLATSI CONSTRUCTION AND PROJECT,excess payable for replacement,GRN,2,2.0,1.0,,
272555,T.J.T.K. TRADING ENTERPRISE,garden forks,GRN,2,250.0,125.0,,
EXCESS,TD MONARE HOLDINGS,excess payable for replacement,GRN,2,2.0,1.0,,
272556,ALDPREC (PTY)LTD,WEEDEATER LINE 2.5MM,GRN,2,80.0,40.0,,
EXCESS ADD,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,additional excess,GRN,2,2.0,1.0,,
F000004054,@ OFFICE WORLD,FILES,GRN,2,70.0,35.0,,
159136,ZM TYRES (PTY) LTD,REPLACE,GRN,2,4.0,2.0,,
270997,YONDELAOVAYO TRADING ENTERPRISE (PTY) LTD,PICK HEADS,GRN,2,110.0,55.0,,
149404,TECH-ONTECHOFF (PTY) LTD,MITEL REMOTE SUPPORT,GRN,2,3.5,1.75,,
H000007000,THANDANAZI PROJECTS,HIRING OF TLB,GRN,2,169.0,84.5,,
150590,TECH-ONTECHOFF (PTY) LTD,MIREM-01-MITEL REMOTE SUPPORT,GRN,2,3.5,1.75,,
270401,PRACTICON TRADING AND ENTERPRISE,dust mask,GRN,2,30000.0,15000.0,,
151594,@ OFFICE WORLD,FURNITURE,GRN,2,2.0,1.0,,
H000007000,STIMER CONSTRUCTION JV ENTLE TASH (PTY) LTD,HIRING OF TLB,GRN,2,99.0,49.5,,
H000007000,MOSEKATE TRADING & PROJECTS,HIRING OF TLB,GRN,2,17.0,8.5,,
153343,BIG 2 CIVILS TA UD TRU CKS GBS,service,GRN,2,2.0,1.0,,
H000007000,INKOKHELI BUSINESS ENTERPRISE CC,HIRING OF TLB,GRN,2,18.0,9.0,,
H000007000,GOE TRADING,HIRING OF TLB,GRN,2,168.0,84.0,,
154509,GAMES & PC SOUND CC,FLYLEAD,GRN,2,63.0,31.5,,
154846,@ OFFICE WORLD,HIGH BACK CHAIR,GRN,2,4.0,2.0,,
H000007000,BOAGO PLANT HIRE (PTY) LTD,HIRING OF TLB,GRN,2,161.0,80.5,,
H000007000,BATSEBE HOLDINGS,HIRING OF TLB,GRN,2,18.0,9.0,,
F000005018,T PONYA ENTERPRISE CONSULTING (PTY) LTD,FIX,GRN,2,2.0,1.0,,
272556,KATLEGO OLERATO TRADING AND PROJECTS (PTY) LTD,WEEDEATER LINE 2.5MM,GRN,2,40.0,20.0,,
272560,T.J.T.K. TRADING ENTERPRISE,SHOVEL SQUUARE MOUTH,GRN,2,250.0,125.0,,
C290585,TSEKGO PROJECTS CONSTRUCTION CC,CABLE JOINT,GRN,2,4.0,2.0,,
209015,N T K MINING SUPPLIERS,MINISUB 500KVA 3P,GRN,2,2.0,1.0,,
273342,WORKWEAR DEPOT,GOLFERS SML,GRN,2,11.0,5.5,,
170552,MOREKI DISTRIBUTORS/TSEKGO PROJECTS JV,hire,GRN,2,41.0,20.5,,
ELECTRONIC,TEFELLO HOLDINGS (PTY) LTD,ELECTRONIC EQUIPMENT,GRN,2,2.0,1.0,,
273422,MAMOTSHABI BUSINESS SOLUTION,TOILET PAPER,GRN,2,48000.0,24000.0,,
273422,SUNRISE TRADING ENTERPRISE,TOILET PAPER,GRN,2,24000.0,12000.0,,
273422,TD MONARE HOLDINGS,TOILET PAPER,GRN,2,52800.0,26400.0,,
